City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,vorkuta,67.5,64.0,8.05,70,25,3.98,RU,1693951823
288,yatou,37.15,122.3833,21.7,92,0,2.95,CN,1693951824
289,la sarre,48.8002,-79.1996,30.63,43,0,4.1,CA,1693951824
290,castanos,26.7833,-101.4167,37.17,20,0,5.78,MX,1693951804
291,fada,9.5667,8.3,20.11,93,22,0.75,NG,1693951824
292,morehead city,34.7229,-76.726,34.01,81,0,3.58,US,1693951657
293,malvan,16.0667,73.4667,26.25,83,40,2.97,IN,1693951824
294,saki,8.6667,3.3833,21.1,95,98,1.87,NG,1693951824
295,itapecuru mirim,-3.3925,-44.3586,28.54,56,21,3.16,BR,1693951824
296,soavinandriana,-19.1667,46.7333,11.57,75,0,2.43,MG,1693951825
297,prainha,-1.8,-53.48,32.57,42,78,2.5,BR,1693951825
298,puerto deseado,-47.7503,-65.8938,4.61,67,85,6.52,AR,1693951413
299,tralee,52.2704,-9.7026,15.65,96,55,2.83,IE,1693951394
300,idrinskoye,54.3708,92.1358,9.7,90,28,1.41,RU,1693951825
301,chonchi,-42.6128,-73.8092,8.95,98,100,4.02,CL,1693951414
302,callao,-12.0667,-77.15,21.16,73,100,6.17,PE,1693951406
303,labasa,-16.4167,179.3833,26.33,66,67,4.36,FJ,1693951469
304,barranca,-10.75,-77.7667,20.0,77,70,5.82,PE,1693951327
305,walvis bay,-22.9575,14.5053,11.72,73,80,7.56,NA,1693951826
306,tazacorte,28.629,-17.9293,23.54,89,0,2.57,ES,1693951826
307,santana,-0.0583,-51.1817,30.1,66,20,5.66,BR,1693951450
308,usinsk,65.9939,57.5281,11.72,89,90,6.49,RU,1693951577
309,virginia beach,36.8529,-75.978,33.02,65,75,3.09,US,1693951625
310,kapuskasing,49.4169,-82.4331,34.05,43,40,7.72,CA,1693951559
311,ulsteinvik,62.3432,5.8487,13.2,84,9,0.89,NO,1693951827
312,galliano,29.4422,-90.2992,33.33,52,0,2.06,US,1693951827
313,qamdo,31.1667,97.2333,2.91,87,81,0.63,CN,1693951540
314,yeppoon,-23.1333,150.7333,18.88,70,0,3.31,AU,1693951827
315,huarmey,-10.0681,-78.1522,21.38,74,95,5.72,PE,1693951827
316,saint-paul,-21.0096,55.2707,20.06,81,84,1.37,RE,1693951827
317,bandarbeyla,9.4942,50.8122,26.78,71,24,9.57,SO,1693951441
318,sequeira,40.5536,-7.2259,16.16,70,38,1.12,PT,1693951668
319,pozarevac,44.6153,21.1825,15.62,62,8,2.08,RS,1693951828
320,bamyan,34.75,67.25,4.94,56,0,1.7,AF,1693951828
321,tikrit,34.6071,43.6782,35.98,14,0,3.34,IQ,1693951828
322,male,4.1748,73.5089,25.97,94,100,6.17,MV,1693951828
323,starkville,33.4504,-88.8184,32.43,48,20,3.09,US,1693951829
324,arteche,12.2645,125.4048,25.63,87,100,1.5,PH,1693951829
325,praia da vitoria,38.7333,-27.0667,21.53,83,75,11.54,PT,1693951405
326,usogorsk,63.4106,48.6872,14.21,76,100,3.78,RU,1693951829
327,baruun-urt,46.6806,113.2792,16.74,57,33,2.22,MN,1693951829
328,chiang kham,19.5233,100.3,23.22,98,100,0.34,TH,1693951829
329,benghazi,32.1167,20.0667,25.03,61,24,3.2,LY,1693951829
330,luba,3.4568,8.5547,24.94,89,67,2.62,GQ,1693951830
331,kununurra,-15.7667,128.7333,18.99,82,40,2.06,AU,1693951396
332,bereznik,62.8551,42.7072,14.36,84,99,5.46,RU,1693951830
333,roses,42.262,3.1769,23.97,79,5,1.34,ES,1693951830
334,jolo,6.05,121.0167,25.61,89,83,1.46,PH,1693951830
335,aripuana,-9.1667,-60.6333,31.83,25,9,0.59,BR,1693951830
336,pacific grove,36.6177,-121.9166,25.69,79,20,4.12,US,1693951673
337,al harithah,30.7186,47.7208,28.98,42,0,2.06,IQ,1693951831
338,bekondo,4.6819,9.3214,21.27,98,56,1.05,CM,1693951831
339,taikang,46.8333,124.4167,15.57,93,2,2.74,CN,1693951831
340,mascara,35.3966,0.1403,21.9,59,36,1.32,DZ,1693951831
341,terekli-mekteb,44.1671,45.8698,22.34,80,46,2.57,RU,1693951831
342,colesberg,-30.72,25.0972,3.98,37,10,2.58,ZA,1693951831
343,el calafate,-50.3408,-72.2768,-0.88,78,64,0.76,AR,1693951831
344,mirny,62.5353,113.9611,-2.09,92,9,1.79,RU,1693951832
345,albertina,-22.2008,-46.6158,18.53,94,98,1.39,BR,1693951832
346,utrik,11.2278,169.8474,28.48,73,96,5.84,MH,1693951445
347,morant bay,17.8815,-76.4093,31.79,77,87,4.69,JM,1693951832
348,sorong,-0.8833,131.25,25.29,89,52,4.49,ID,1693951832
349,saint-francois,46.4154,3.9054,19.82,72,0,0.0,FR,1693951832
350,kaintragarh,20.7167,84.5333,24.19,96,100,1.02,IN,1693951833
351,santa ana,33.7456,-117.8678,28.37,74,100,4.12,US,1693951679
352,palmer,42.1584,-72.3287,31.78,63,75,1.54,US,1693951833
353,labrador city,52.9463,-66.9114,21.27,47,45,2.69,CA,1693951833
354,sabha,27.0377,14.4283,29.28,21,5,5.12,LY,1693951833
355,buka,40.8108,69.1986,15.17,31,5,1.61,UZ,1693951833
356,nguigmi,14.2495,13.1092,28.95,55,3,8.03,NE,1693951833
357,natal,-5.795,-35.2094,25.36,78,20,2.57,BR,1693951662
358,taoudenni,22.6783,-3.9836,31.54,43,78,5.68,ML,1693951396
359,thunder bay,48.4001,-89.3168,25.65,68,99,2.06,CA,1693951834
360,east london,-33.0153,27.9116,14.14,57,35,8.79,ZA,1693951401
361,spring creek,40.7266,-115.5859,21.83,29,54,3.02,US,1693951834
362,kampong chhnang,12.1667,104.55,24.88,91,98,1.02,KH,1693951834
363,tateyama,34.9833,139.8667,27.96,84,100,8.37,JP,1693951449
364,vilyuchinsk,52.9306,158.4028,10.15,64,34,0.84,RU,1693951394
365,darwin,-12.4611,130.8418,20.99,89,20,1.54,AU,1693951362
366,salinas,36.6777,-121.6555,31.12,68,0,5.66,US,1693951767
367,dunedin,-45.8742,170.5036,13.93,70,49,2.24,NZ,1693951835
368,arkhara,49.4212,130.0842,10.31,83,2,1.63,RU,1693951835
369,khandyga,62.6667,135.6,8.65,74,100,1.56,RU,1693951427
370,fortuna,40.5982,-124.1573,21.63,68,0,7.2,US,1693951471
371,melfort,52.8667,-104.6177,17.11,35,92,0.53,CA,1693951835
372,zheleznogorsk-ilimskiy,56.5768,104.1217,11.37,73,100,0.81,RU,1693951835
373,cabinda,-5.55,12.2,22.06,94,48,2.45,AO,1693951836
374,sabang,5.8933,95.3214,27.52,76,100,6.63,ID,1693951836
375,ath thawrah,35.8469,38.5443,27.91,50,0,7.74,SY,1693951836
376,richards bay,-28.783,32.0377,18.67,77,100,8.77,ZA,1693951398
377,baneh,35.9975,45.8853,20.7,25,0,0.86,IR,1693951836
378,bamboo flat,11.7,92.7167,27.05,83,75,5.14,IN,1693951443
379,porto novo,6.4965,2.6036,24.01,91,100,2.89,BJ,1693951791
380,kaa-khem,51.6833,94.7333,10.11,88,53,0.63,RU,1693951455
381,ankang,32.68,109.0172,18.04,72,4,1.36,CN,1693951818
382,port macquarie,-31.4333,152.9167,15.5,45,0,2.51,AU,1693951837
383,jining,35.405,116.5814,21.05,87,0,1.03,CN,1693951837
384,piton saint-leu,-21.2196,55.3151,18.06,40,75,4.63,RE,1693951837
385,raipur,21.2333,81.6333,24.2,93,100,3.3,IN,1693951837
386,qashar,53.3906,62.9297,3.88,88,52,1.65,KZ,1693951837
387,shklow,54.2108,30.2919,15.74,69,99,3.69,BY,1693951837
388,pariaman,-0.619,100.12,24.03,90,100,2.02,ID,1693951578
389,ola,59.5833,151.2833,11.19,74,99,3.94,RU,1693951407
390,karwar,14.8,74.1333,25.44,85,100,1.79,IN,1693951838
391,red hill,33.9996,-79.2581,34.1,72,52,3.68,US,1693951838
392,selfoss,63.9331,-20.9971,11.14,97,100,5.39,IS,1693951439
393,tucuma,-0.1833,-50.05,28.26,70,47,4.37,BR,1693951838
394,pasni,25.2631,63.471,25.98,88,6,3.16,PK,1693951838
395,el alto,-4.2714,-81.2147,23.81,73,22,7.9,PE,1693951838
396,akureyri,65.6835,-18.0878,12.4,75,13,5.62,IS,1693951839
397,san antonio de pale,-1.4014,5.6325,23.35,88,50,5.48,GQ,1693951296
398,barah,13.7,30.3667,26.26,56,94,2.99,SD,1693951839
399,kerman,30.2832,57.0788,23.25,15,0,2.56,IR,1693951839
400,sombreffe,50.5286,4.5984,22.23,77,0,2.06,BE,1693951839
401,sittwe,20.15,92.9,26.7,90,100,4.98,MM,1693951839
402,kurumkan,54.3,110.3,13.98,73,100,1.63,RU,1693951839
403,kaoma,-14.7833,24.8,19.27,34,0,2.84,ZM,1693951840
404,motygino,58.1831,94.7592,11.99,99,100,0.91,RU,1693951840
405,nasarawa,8.5294,7.7242,23.26,94,13,0.32,NG,1693951840
406,yelizovo,53.1873,158.3805,10.62,81,0,1.0,RU,1693951840
407,midvagur,62.0511,-7.1939,10.46,87,100,3.09,FO,1693951840
408,nizhneangarsk,55.7833,109.55,11.18,73,100,0.79,RU,1693951840
409,peace river,56.2501,-117.286,16.69,56,99,3.85,CA,1693951758
410,wankaner,22.6167,70.9333,26.79,77,1,5.0,IN,1693951841
411,flying fish cove,-10.4217,105.6791,23.82,78,75,5.66,CX,1693951570
412,zliten,32.4674,14.5687,25.05,57,0,5.56,LY,1693951841
413,xiongzhou,25.1167,114.3,23.97,99,100,1.22,CN,1693951841
414,mar del plata,-38.0023,-57.5575,8.01,69,0,5.14,AR,1693951409
415,xicotencatl,23.0167,-98.8833,39.41,27,3,4.35,MX,1693951841
416,peebles,55.6519,-3.1888,14.99,87,6,0.89,GB,1693951842
417,cockburn town,21.4612,-71.1419,29.51,70,36,0.41,TC,1693951420
418,misratah,32.3754,15.0925,25.27,57,1,5.94,LY,1693951842
419,ban dan lan hoi,17.0068,99.575,24.91,89,100,1.01,TH,1693951842
420,khorixas,-20.3667,14.9667,16.48,34,42,1.92,NA,1693951842
421,kamina,-8.7386,24.9906,21.14,68,76,2.49,CD,1693951842
422,pangody,65.85,74.4859,7.18,74,54,2.54,RU,1693951842
423,mahalapye,-23.1041,26.8142,21.85,23,4,3.22,BW,1693951843
424,lemvig,56.5486,8.3102,15.67,95,5,2.99,DK,1693951843
425,ozernyy,55.5802,32.4127,15.35,74,100,3.51,RU,1693951843
426,kavaratti,10.5669,72.642,27.67,79,98,6.84,IN,1693951410
427,banos,-1.4,-78.4167,20.39,74,71,2.74,EC,1693951843
428,tofol,5.3248,163.0078,28.88,84,75,1.54,FM,1693951440
429,promyshlennaya,54.9159,85.6385,11.53,87,96,3.77,RU,1693951843
430,harstad,68.799,16.5293,8.66,95,100,9.83,NO,1693951844
431,colima,19.1667,-104.0,27.78,78,89,1.51,MX,1693951622
432,tsengel,49.4783,100.8894,13.44,86,89,2.83,MN,1693951844
433,sydney mines,46.2367,-60.2177,18.97,97,100,4.02,CA,1693951844
434,jiwani,25.05,61.7417,26.45,86,45,2.47,PK,1693951844
435,igarka,67.4667,86.5833,3.65,82,0,2.23,RU,1693951844
436,afaahiti,-17.75,-149.2833,26.93,89,100,10.33,PF,1693951429
437,fort bragg,35.139,-79.006,35.81,48,0,2.57,US,1693951845
438,trairi,-3.2778,-39.2689,25.99,80,3,5.81,BR,1693951759
439,colares,38.7992,-9.4469,20.74,86,62,12.52,PT,1693951845
440,mount carmel,38.4109,-87.7614,30.44,41,97,5.86,US,1693951845
441,khilok,51.3674,110.4676,13.01,93,100,1.52,RU,1693951845
442,poronaysk,49.2167,143.1167,15.67,91,46,0.46,RU,1693951460
443,fort mcmurray,56.7268,-111.381,17.78,29,100,1.55,CA,1693951625
444,inhambane,-23.865,35.3833,20.68,83,0,4.71,MZ,1693951846
445,plettenberg bay,-34.0527,23.3716,10.17,78,19,4.71,ZA,1693951708
446,tevriz,57.509,72.4042,9.42,97,100,3.61,RU,1693951846
447,papao,-17.75,-149.55,27.82,92,100,11.56,PF,1693951408
448,sur,22.5667,59.5289,29.04,64,4,4.29,OM,1693951846
449,chibougamau,49.9168,-74.3659,30.79,48,0,4.63,CA,1693951440
450,forster,-32.1667,152.5167,14.1,73,0,1.97,AU,1693951846
451,daru,-9.0763,143.2092,24.71,86,88,6.31,PG,1693951389
452,itupiranga,-5.1347,-49.3267,29.18,32,17,0.63,BR,1693951846
453,yung shue wan,22.2333,114.1167,28.75,77,100,4.23,HK,1693951847
454,miguel auza,24.2933,-103.4503,31.12,19,10,7.05,MX,1693951847
455,roccella ionica,38.322,16.4009,21.67,78,65,7.41,IT,1693951847
456,kokopo,-4.352,152.2633,27.34,73,74,3.95,PG,1693951847
457,shimoda,34.6667,138.95,26.17,82,100,5.15,JP,1693951420
458,schwarzenbach an der saale,50.2167,11.9333,16.27,83,5,1.54,DE,1693951847
459,lompoc,34.6391,-120.4579,29.32,75,7,3.58,US,1693951422
460,newman,37.3138,-121.0208,34.47,10,0,1.31,US,1693951848
461,longmen,24.9597,118.0889,24.57,99,99,1.47,CN,1693951848
462,tanjung pandan,-2.75,107.65,23.68,92,93,2.77,ID,1693951709
463,cabo san lucas,22.8909,-109.9124,35.61,58,0,6.17,MX,1693951848
464,marquette,46.5333,-87.6335,28.91,70,100,2.68,US,1693951849
465,pimentel,-6.8367,-79.9342,24.16,64,20,9.26,PE,1693951849
466,ad dabbah,18.05,30.95,33.69,31,100,2.75,SD,1693951849
467,sabinanigo,42.5192,-0.3661,21.18,82,2,2.35,ES,1693951849
468,haparanda,65.8355,24.1368,10.03,68,100,6.42,SE,1693951849
469,gujo,35.7369,136.9585,25.13,96,100,0.65,JP,1693951849
470,tottori,35.5,134.2333,26.04,83,75,1.54,JP,1693951290
471,palu,-0.8917,119.8707,23.49,95,75,1.23,ID,1693951654
472,san julian,21.0167,-102.1667,27.59,30,99,3.26,MX,1693951850
473,hirara,24.8,125.2833,25.15,94,100,1.03,JP,1693951413
474,cafayate,-26.073,-65.9761,14.48,59,8,4.36,AR,1693951850
475,north bend,43.4065,-124.2243,24.02,59,0,8.75,US,1693951850
476,sao jose da coroa grande,-8.8978,-35.1478,24.33,80,15,5.32,BR,1693951850
477,nuku'alofa,-21.1333,-175.2,24.19,64,20,5.66,TO,1693951418
478,vyazemskiy,47.5378,134.7525,11.08,79,1,3.52,RU,1693951850
479,souillac,-20.5167,57.5167,21.22,76,2,3.31,MU,1693951850
480,kindu,-2.95,25.95,20.44,96,43,0.95,CD,1693951851
481,lagunas,-5.2269,-75.6753,29.81,61,94,0.82,PE,1693951851
482,sungai penuh,-2.0833,101.3833,17.1,92,89,1.58,ID,1693951851
483,san jose de jachal,-30.2406,-68.7469,15.29,41,22,2.69,AR,1693951851
484,korla,41.7597,86.1469,21.14,23,33,4.28,CN,1693951851
485,zayed city,24.3768,54.589,35.0,75,0,4.12,AE,1693951452
486,nuriootpa,-34.4833,139.0,10.28,63,1,2.82,AU,1693951851
487,prachuap khiri khan,12.2167,99.75,22.87,91,100,1.41,TH,1693951581
488,zuwarah,32.9312,12.082,25.58,59,3,6.33,LY,1693951852
489,castelldefels,41.2779,1.9703,25.38,78,0,3.6,ES,1693951852
490,rosarito,32.3333,-117.0333,26.46,66,2,3.4,MX,1693951852
491,port-gentil,-0.7193,8.7815,23.98,88,40,4.12,GA,1693951852
492,tomatlan,19.9333,-105.25,29.88,75,45,2.74,MX,1693951852
493,flin flon,54.7682,-101.865,17.63,22,1,3.16,CA,1693951852
494,swanage,50.6092,-1.9626,18.09,89,49,1.34,GB,1693951852
495,derzhavinsk,51.1,66.3167,11.05,60,98,1.55,KZ,1693951853
496,freetown,8.484,-13.2299,25.13,83,99,4.28,SL,1693951853
497,san andres,12.5847,-81.7006,31.01,79,20,2.57,CO,1693951466
498,cadale,2.7603,46.3222,25.28,89,37,10.08,SO,1693951853
499,port saint john's,-31.6229,29.5448,14.64,57,57,5.48,ZA,1693951409
500,brezina,33.0989,1.2608,31.43,19,72,4.18,DZ,1693951553
501,ulcinj,41.9294,19.2244,25.12,54,21,7.29,ME,1693951584
502,center,31.5107,-96.4247,39.89,35,0,4.12,US,1693951854
503,queenstown,-31.8976,26.8753,4.65,43,41,2.9,ZA,1693951854
504,macapa,0.0389,-51.0664,29.99,66,20,5.66,BR,1693951854
505,barguzin,53.6167,109.6167,13.6,85,100,1.29,RU,1693951854
506,suva,-18.1416,178.4415,26.71,65,75,3.6,FJ,1693951854
507,andrelandia,-21.7397,-44.3092,18.08,94,99,3.32,BR,1693951854
508,revda,56.801,59.9303,6.05,89,20,0.72,RU,1693951854
509,candelaria,13.9311,121.4233,25.21,88,100,1.12,PH,1693951855
510,sechelt,49.4664,-123.7694,22.4,60,35,3.05,CA,1693951855
511,okhotsk,59.3833,143.3,9.85,83,100,4.76,RU,1693951855
512,laguna,38.421,-121.4238,33.39,33,0,2.06,US,1693951416
513,isyangulovo,52.1909,52.1909,17.58,51,100,0.68,RU,1693951855
514,oneonta,42.4529,-75.0638,29.53,86,16,2.59,US,1693951780
515,hawick,55.4227,-2.7867,15.32,95,4,1.48,GB,1693951855
516,boguchany,58.3814,97.4531,11.93,67,100,1.12,RU,1693951856
517,san patricio,28.017,-97.5169,36.77,47,0,7.2,US,1693951438
518,huautla de jimenez,18.1315,-96.8409,22.51,57,28,2.75,MX,1693951856
519,kudahuvadhoo,2.6708,72.8944,27.62,76,45,5.39,MV,1693951856
520,san pablo villa de mitla,16.9167,-96.4,19.13,67,83,2.74,MX,1693951856
521,chillicothe,39.3331,-82.9824,32.92,44,40,4.02,US,1693951817
522,guarapari,-20.6667,-40.4975,24.94,86,5,7.87,BR,1693951856
523,traverse city,44.7631,-85.6206,34.35,47,75,5.14,US,1693951709
524,aksuat,48.7167,83.7,11.32,76,92,1.53,KZ,1693951857
525,cheremukhovo,60.3484,59.9851,5.8,80,9,1.15,RU,1693951857
526,butwal,27.7006,83.4484,26.28,67,98,1.75,NP,1693951857
527,dryden,49.7833,-92.7503,15.16,94,100,6.17,CA,1693951857
528,al khafji,28.4391,48.4913,35.39,33,0,5.36,SA,1693951857
529,paranaiba,-19.6772,-51.1908,29.52,50,75,2.97,BR,1693951857
530,glace bay,46.1969,-59.957,18.36,97,100,7.72,CA,1693951423
531,hadibu,12.65,54.0333,26.04,83,98,4.04,YE,1693951407
532,ironwood,46.4547,-90.171,30.45,54,0,4.63,US,1693951858
533,aweil,8.7682,27.4002,23.13,88,99,1.69,SS,1693951858
534,minot,48.2325,-101.2963,18.12,39,0,6.17,US,1693951858
535,humaita,-7.5061,-63.0208,33.49,22,9,1.01,BR,1693951858
536,yenotayevka,47.2456,47.0281,19.82,47,88,4.01,RU,1693951858
537,cromwell,41.5951,-72.6454,31.62,74,40,1.54,US,1693951858
538,katsuura,35.1333,140.3,28.01,86,100,7.72,JP,1693951438
539,rio grande,-32.035,-52.0986,11.06,69,3,5.32,BR,1693951409
540,weno,7.4515,151.8468,27.97,83,100,0.0,FM,1693951859
541,carbondale,37.7273,-89.2168,28.0,78,20,5.14,US,1693951823
542,turtas,58.9417,69.1325,6.73,81,99,2.65,RU,1693951859
543,zag,46.9441,99.165,12.17,72,100,0.85,MN,1693951859
544,esme,38.3998,28.969,20.95,63,99,2.02,TR,1693951859
545,arawa,-6.2132,155.5367,27.19,89,100,2.3,PG,1693951860
546,greenbank,-27.7167,152.9833,21.73,73,100,1.26,AU,1693951860
547,muisne,0.6,-80.0333,25.41,80,74,4.28,EC,1693951860
548,fort st. john,56.2499,-120.8529,14.94,47,75,4.63,CA,1693951226
549,novoishimskiy,53.1981,66.7694,10.19,64,100,3.35,KZ,1693951860
550,khuzdar,27.7384,66.6434,25.89,52,0,0.81,PK,1693951860
551,nishinoomote,30.7333,131.0,27.33,79,74,0.94,JP,1693951447
552,lyndon,38.2567,-85.6016,32.1,64,0,4.63,US,1693951861
553,el fasher,13.6279,25.3494,29.73,48,98,1.82,SD,1693951861
554,tura,25.5198,90.2201,25.0,90,81,1.31,IN,1693951406
555,bela,25.9333,81.9833,25.88,90,100,2.64,IN,1693951861
556,gstaad,46.4721,7.2869,20.26,87,5,2.1,CH,1693951861
557,banda aceh,5.5577,95.3222,25.65,78,100,4.09,ID,1693951710
558,howard springs,-12.497,131.047,21.01,93,9,1.69,AU,1693951861
559,grand-bourg,15.8835,-61.3148,27.97,75,51,5.61,GP,1693951861
560,reserve,30.0538,-90.5518,33.32,65,40,6.17,US,1693951862
561,nantucket,41.2835,-70.0995,27.08,87,0,3.6,US,1693951862
562,uturoa,-16.7333,-151.4333,24.92,82,90,10.87,PF,1693951409
563,kargasok,59.0556,80.8572,11.15,96,75,3.28,RU,1693951862
564,del rio,29.3627,-100.8968,39.57,33,0,7.2,US,1693951862
565,augusto correa,-1.0217,-46.635,26.37,75,15,3.17,BR,1693951862
566,dongola,19.1667,30.4833,37.1,12,100,4.22,SD,1693951862
567,sitka,57.0531,-135.33,15.94,59,20,2.57,US,1693951117
568,san luis de la loma,17.2706,-100.8939,29.66,70,100,3.89,MX,1693951863
569,meadow lakes,61.6247,-149.6011,15.11,82,0,1.54,US,1693951863
570,marka,1.7159,44.7717,24.79,90,53,8.39,SO,1693951863
571,kasongo-lunda,-6.4667,16.8167,24.65,62,7,2.59,CD,1693951863
572,san jose,37.3394,-121.895,32.49,43,0,5.14,US,1693951801
573,nagqu,31.5,92.0,1.64,62,100,1.83,CN,1693951863
574,straseni,47.1414,28.6103,17.96,69,1,3.49,MD,1693951864
575,mbandaka,0.0487,18.2603,21.07,94,41,1.26,CD,1693951864
576,rantauprapat,2.1,99.8333,23.18,98,100,0.43,ID,1693951864
